epoch,train_loss,val_loss,val_dice_background,val_dice_liver,val_dice_tumor,val_iou_background,val_iou_liver,val_iou_tumor
1,0.5016612529276526,0.6756806098994846,0.9908973253030571,0.6809100321529569,0.4652135379251663,0.9824030133460065,0.6058385847781619,0.4220234575307205
2,0.30202578095828786,1.046296628402393,0.9902044852002919,0.255907819181637,0.26496216770326986,0.9810214578676567,0.18649744704772414,0.2257670169298067
3,0.25239910155056633,0.7532163205831678,0.9911930085086137,0.6220579594183118,0.38769653792734016,0.9830286271280522,0.5398775593207166,0.3488788231649151
4,0.22624614290534495,0.6727999727685061,0.9913019923855075,0.7145976920952517,0.5885396810968929,0.9832333930962377,0.6475742541987562,0.5534522140410095
5,0.21974697635773033,0.634298100165666,0.9916112633060208,0.751302193224472,0.6583233754975435,0.983873629312721,0.6951438827922437,0.6224592131047364
6,0.19167787188036556,0.7011160136561406,0.9916552506762443,0.6727778389774992,0.5036652197840678,0.9839251826135375,0.5959110290827765,0.4681894480405316
7,0.18899925602948603,0.7517548270772574,0.9916598440931855,0.6491664819863191,0.518004564491241,0.9839112226911586,0.5637438265714304,0.48368317318111353
8,0.17686869532348,0.6970744144841153,0.9917973515798719,0.7014394777401536,0.619619626153903,0.9841822913224748,0.63754275900596,0.5860599872890095
9,0.16289744911028103,0.6767492489763068,0.9915829879774464,0.6887583364375218,0.6093526088374243,0.9837635858453435,0.6237001310468914,0.5713930421357651
10,0.15109748102445653,0.6811780416976253,0.9917506219671784,0.701120050873498,0.524843675775105,0.9840980815372878,0.6391996116654511,0.48299189259082753
11,0.1488943093202331,0.7188843154864152,0.991586385871009,0.6871293121589259,0.6800885155084478,0.9837646552984664,0.6276478992160375,0.6443787324286886
12,0.13896454573474465,0.6669736992914395,0.9920071869445362,0.7357981863678525,0.6936229439098776,0.9846008998884571,0.6779342648876227,0.659241454593541
13,0.13240987870463714,0.6840982616970748,0.9919257661421522,0.7303054666411148,0.5318343693034149,0.9844872827152554,0.6650211305567695,0.493421152377338
14,0.1211746205022947,0.7265862166720031,0.9914712288396822,0.6681491769963503,0.5707774053557761,0.9835640016219599,0.6124695070944877,0.5376286730983186
15,0.11974254827448391,0.665509541290993,0.9922209159075785,0.7131397765414221,0.5979565029465266,0.9849933973319239,0.6412558278591173,0.5608820257993764
16,0.12471661978067561,0.721006624420807,0.9914843328565145,0.6844574857701593,0.6273075213352287,0.983565280334555,0.6301962684065183,0.5907394272249783
17,0.11759088150160836,0.6720169900555598,0.9918408329538304,0.7181336586573385,0.5739331302665223,0.9842852139644486,0.6610813180057631,0.5366798939957245
18,0.10729086012604402,0.7002241012742095,0.99170551926112,0.7161371104309537,0.5950949387787209,0.9840528403254721,0.6630748035145857,0.5594431410853373
19,0.10156069275210886,0.7118841115698259,0.99194656944961,0.7208085080874937,0.5687912450116551,0.9845159474036677,0.668667732736439,0.5313900977922357
20,0.10591625013055012,0.6788666170787035,0.9918098325352017,0.6846006658073467,0.5338868629821879,0.984204032009454,0.6147588944404646,0.4897862585065177
21,0.09677438930394178,0.7013007027669974,0.9917279216025373,0.661683871410532,0.5500689248948819,0.984030265173466,0.5947375136938848,0.5101429528984674
22,0.09640933632213164,0.6752688027548165,0.9921796626324276,0.7575242152959257,0.6083029659021667,0.9849685151799977,0.7050782125087188,0.5762302805774054
23,0.09489825693442222,0.7096352648282762,0.9917974566384186,0.6926125177161441,0.6270196428505215,0.9841690505151268,0.6357855967573588,0.5908715725999842
24,0.0923943031280436,0.7185056606390073,0.9920089926651056,0.6996787468441451,0.6275042657369729,0.9845754585677772,0.6390760054209816,0.5914462774652292
25,0.08393383384308713,0.6982275859234887,0.9919214120014108,0.739272477957675,0.581490078788139,0.9844902110614365,0.6849642960049698,0.5476013603377339
26,0.08274803803885047,0.7552975384954299,0.9913238544258283,0.6521350406707301,0.6141970671570292,0.983272554205476,0.5952226877936841,0.5754680855691473
27,0.07974558898352366,0.7253156350126326,0.9917193595453989,0.6718238452209532,0.5299365054114132,0.9840348452972851,0.6128415874134799,0.4920603851358064
28,0.08369831446618001,0.7424955114439574,0.9917727520139955,0.6689065389199389,0.5268643669573221,0.9841310977935791,0.6074205349972521,0.49393270234629694
29,0.0859506003757849,0.7012266725059447,0.9919768498955871,0.7047026869401778,0.6131294587004787,0.9845293545894486,0.6453319888417733,0.5779209638323493
30,0.07600731272350021,0.7370065006998712,0.9913955047833833,0.6435387426085494,0.5272926328805183,0.9833943826689137,0.58861490424761,0.4905556109640998
31,0.07869819199297837,0.7417356051511342,0.9916904521503037,0.6829968096205444,0.5474975630761014,0.983953190364426,0.6204287947811618,0.5146986886228553
32,0.07791621151136205,0.7242950808926542,0.9915700614881172,0.6736054869953456,0.6202298550350823,0.9837236490181024,0.6197055108976292,0.5863437746517659
